Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
423,DJ-II-m-B-08224,"Biserica ""Intrarea Maicii Domnului în Biserică”",sat CASTRANOVA; comuna CASTRANOVA,,1875
424,DJ-II-m-B-08225,"Biserica ""Sf. Nicolae”",sat CATANE; comuna CATANE,,1842 - 1843
425,DJ-II-m-B-08227,"Biserica ""Adormirea Maicii Domnului”",sat CĂCIULATU; comuna TERPEZIŢA,,1800 - 1805
426,DJ-II-m-B-08226,"Ruinele bisericii ""Sf. Dumitru” a fostei mănăstiri Alba (Schit Zdralea-Roaba)",sat CĂCIULĂTEŞTI; comuna DOBREŞTI,,sec. XVII - XIX
427,DJ-II-m-B-08228,"Biserica ""Adormirea Maicii Domnului"", ""Sf. Nicolae”",sat CĂLĂRAŞI; comuna CĂLĂRAŞI,,1820
428,DJ-II-m-B-08229,"Biserica ""Adormirea Maicii Domnului”",sat CĂLUGĂREI; comuna ORODEL,,1833
429,DJ-II-m-B-08230,"Biserica ""Sf. Ierarh Nicolae”",sat CÂMPENI; comuna PIELEŞTI,,"1871, pe locul unei biserici de lemn din 1770"
430,DJ-II-m-B-08231,"Biserica ""Sf. Nicolae”",sat CÂRCEA; comuna CÂRCEA,,1815
431,DJ-II-m-B-08232,"Biserica ""Sf. Nicolae”",sat CELARU; comuna CELARU,,1830
432,DJ-II-m-B-08233,"Biserica ""Intrarea în Biserică”",sat CELARU; comuna CELARU,,1891
433,DJ-II-m-B-08234,"Biserica ""Sf. Nicolae”",sat CELARU; comuna CELARU,,1860
434,DJ-II-m-B-08235,"Biserica ""Sf. Ioan Gură de Aur”",sat CERĂT; comuna CERĂT,,1814
435,DJ-II-m-B-08236,"Biserica ""Sf. Nicolae”",sat CERNĂTEŞTI; comuna CERNATEŞTI,,1820
436,DJ-II-m-A-08237,Cula Cernăteştilor,sat CERNĂTEŞTI; comuna CERNĂTEŞTI,,sec. XVIII
437,DJ-II-m-B-08238,"Biserica ""Sf. Împăraţi”",sat CETATE; comuna CETATE,,1814 - 1841
438,DJ-II-m-B-08239,"Biserica ""Sf. Nicolae”",sat CETATE; comuna CETATE,fostul sat înglobat Fîntîna Banului,1860
439,DJ-II-m-B-08240,"Biserica ""Sf. Apostol Andrei”",sat CIOROIAŞI; comuna CIOROIAŞI,,1846
440,DJ-II-m-B-08241,"Biserica ""Sf. Mucenic Haralambie”",sat CIOROIU NOU; comuna CIOROIAŞI,,1841
441,DJ-II-m-A-08242,"Biserica ""Sf. Voievozi"" a fostului schit Ciutura",sat CIUTURA; comuna VÂRVORU DE JOS,,"1651, modif. 1851"
442,DJ-II-m-B-08243,"Biserica ""Sf. Împăraţi”",sat CLEANOV; comuna CARPEN,,1868
443,DJ-II-m-B-08244,"Biserica ""Sf. Nicolae”",sat COMĂNICEA; comuna,SECU,1868
444,DJ-II-m-B-08245,"Biserica ""Sf. Nicolae”",sat COMOŞTENI; comuna GINGIOVA,,1786
445,DJ-II-m-B-08246,"Biserica ""Sf. Dumitru”",sat CORLATE; comuna IZVOARE,,sec. XIX
446,DJ-II-m-B-08247,"Biserica ""Sf. Dumitru”",sat CORNETU; comuna ŞIMNICU DE SUS,,1820
447,DJ-II-m-B-08248,"Biserica ""Sf. Mare Mucenic Dimitrie”",sat CORNU; comuna ORODEL,,1867
448,DJ-II-m-B-08249,"Biserica ""Sf. Nicolae”",sat COŞOVENI; comuna COŞOVENI,,"1809, pe locul unei biserici de lemn"
449,DJ-II-m-B-08250,"Biserica ""Sf. Voievozi”",sat COŞOVENI; comuna COŞOVENI,,1794
450,DJ-II-m-B-08251,Conacul Nicolau (ruine),sat COŞOVENI; comuna COŞOVENI,,1797 - 1798
451, DJ-II-a-A-08252, Ansamblul curţii Coţofenilor, sat COŢOFENII DIN FAŢĂ; comuna COŢOFENII DIN, Pe faleza luncii Jiului - malul stâng FAŢĂ, mijl. sec. XVIII
452,DJ-II-m-A-08252.01,Casa Coţofenilor,sat COŢOFENII DIN FAŢĂ; comuna COŢOFENII DIN,În parcul conacului FAŢĂ,mijl. sec. XVIII
453,DJ-II-m-A-08252.02,"Biserica ""Adormirea Maicii Domnului”",sat COŢOFENII DIN FAŢĂ; comuna COŢOFENII DIN, FAŢĂ,1827
